"","V2","V258","V45","V46"
"60337",642,0.735944507529994,2,1
"60338",642,1.31612747701951,1,1
"60339",642,0.811433899083968,2,2
"60340",642,1.26942418317671,1,1
"60341",642,0.783772077150894,3,1
"60342",642,1.17310422058219,1,1
"60343",642,0.894336182802911,3,2
"60344",642,0.811433899083968,2,1
"60345",642,0.811433899083968,2,1
"60346",642,0.894336182802911,3,1
"60347",642,1.02705384722348,1,1
"60348",642,1.13122216392194,3,1
"60349",642,1.21573824849771,3,3
"60350",642,1.0829778206796,1,2
"60351",642,1.00749473974298,3,1
"60352",642,0.753018865996291,1,1
"60353",642,0.81637617354099,2,1
"60354",642,1.41047131464079,1,1
"60355",642,0.870857863500991,3,3
"60356",642,0.894336182802911,1,1
"60357",642,0.753018865996291,1,1
"60358",642,0.81637617354099,1,1
"60359",642,1.11907708136892,3,1
"60360",642,1.44087496118246,3,2
"60361",642,1.07466105572585,2,2
"60362",642,0.811433899083968,2,1
"60363",642,1.02705384722348,2,1
"60364",642,1.05579379852398,2,1
"60365",642,0.74605138757928,3,1
"60366",642,0.942094133705863,1,1
"60367",642,1.07466105572585,-1,1
"60368",642,1.05579379852398,2,1
"60369",642,0.836687628884766,1,1
"60370",642,0.870801251777056,1,2
"60371",642,1.04077721857256,1,1
"60372",642,1.22536006481127,3,1
"60373",642,0.734786322328964,3,2
"60374",642,0.702181407485249,3,2
"60375",642,1.16859196471305,3,1
"60376",642,2.04845843137596,1,1
"60377",642,0.753018865996291,1,1
"60378",642,1.1101623664774,2,1
"60379",642,0.780201563872497,3,1
"60380",642,1.26942418317671,1,1
"60381",642,1.3300384257069,3,1
"60382",642,1.1101623664774,1,3
"60383",642,2.04845843137596,2,2
"60384",642,1.04677125967318,1,1
"60385",642,1.04677125967318,1,1
"60386",642,0.967556946418948,1,1
"60387",642,1.02705384722348,3,1
"60388",642,1.29678746506422,3,3
"60389",642,0.702181407485249,1,1
"60390",642,0.638346734077499,1,1
"60391",642,1.14117094135942,3,3
"60392",642,0.783772077150894,3,3
"60393",642,0.783772077150894,3,3
"60394",642,0.735944507529994,2,1
"60395",642,0.753018865996291,1,1
"60396",642,0.78500747469866,2,1
"60397",642,0.734652552191504,2,2
"60398",642,0.919116228005719,1,1
"60399",642,0.753018865996291,3,1
"60400",642,1.1101623664774,1,1
"60401",642,0.783772077150894,3,1
"60402",642,0.735944507529994,3,1
"60403",642,1.07466105572585,-1,1
"60404",642,1.07466105572585,2,1
"60405",642,0.712520070137177,2,2
"60406",642,1.29678746506422,3,1
"60407",642,0.783772077150894,1,2
"60408",642,0.702181407485249,1,1
"60409",642,1.04077721857256,1,1
"60410",642,1.41047131464079,2,1
"60411",642,1.1101623664774,3,-1
"60412",642,1.2434189792988,1,1
"60413",642,1.1101623664774,2,2
"60414",642,0.747626166379676,3,2
"60415",642,1.00749473974298,3,1
"60416",642,1.29678746506422,3,3
"60417",642,0.942094133705863,1,1
"60418",642,1.84361258823837,1,2
"60419",642,1.04077721857256,3,-1
"60420",642,1.07466105572585,3,3
"60421",642,1.11907708136892,1,1
"60422",642,1.11907708136892,1,1
"60423",642,0.78500747469866,2,1
"60424",642,1.1540219847061,2,2
"60425",642,0.942094133705863,2,2
"60426",642,1.29678746506422,3,1
"60427",642,1.41047131464079,1,1
"60428",642,1.1101623664774,3,3
"60429",642,1.02705384722348,1,1
"60430",642,1.11907708136892,2,1
"60431",642,0.734652552191504,1,1
"60432",642,0.734652552191504,1,1
"60433",642,0.735944507529994,2,1
"60434",642,0.870801251777056,3,3
"60435",642,0.4681209383235,-1,-1
"60436",642,0.702181407485249,3,1
"60437",642,0.702181407485249,1,1
"60438",642,1.31612747701951,1,1
"60439",642,2.04845843137596,1,1
"60440",642,1.04677125967318,2,2
"60441",642,0.753018865996291,2,1
"60442",642,0.734786322328964,-1,1
"60443",642,1.05579379852398,3,3
"60444",642,1.07466105572585,2,1
"60445",642,0.753018865996291,1,1
"60446",642,1.15766594624371,3,1
"60447",642,0.638346734077499,1,3
"60448",642,1.15562412616347,1,1
"60449",642,0.76071928039122,3,1
"60450",642,0.783772077150894,3,3
"60451",642,0.978146521165217,3,1
"60452",642,1.18451472931756,2,1
"60453",642,0.974580138316409,3,1
"60454",642,1.04677125967318,2,2
"60455",642,1.04502943620119,3,2
"60456",642,1.07466105572585,3,1
"60457",642,0.870801251777056,1,1
"60458",642,0.765629218260277,1,2
"60459",642,1.1101623664774,3,3
"60460",642,1.03004273026729,1,1
"60461",642,1.29678746506422,3,3
"60462",642,0.942094133705863,1,1
"60463",642,1.26942418317671,2,1
"60464",642,1.11907708136892,2,1
"60465",642,0.942094133705863,1,2
"60466",642,0.81637617354099,1,1
"60467",642,0.540532467000617,1,1
"60468",642,0.836687628884766,1,1
"60469",642,0.737667180985425,1,1
"60470",642,1.19406783969538,2,2
"60471",642,1.1101623664774,3,1
"60472",642,0.783772077150894,1,1
"60473",642,0.803868797077842,3,1
"60474",642,0.78500747469866,2,1
"60475",642,0.783772077150894,1,1
"60476",642,1.2434189792988,1,1
"60477",642,0.856449212459875,3,1
"60478",642,0.78500747469866,1,1
"60479",642,1.29678746506422,2,1
"60480",642,1.19406783969538,3,1
"60481",642,1.72904995341896,2,2
"60482",642,1.07466105572585,3,1
"60483",642,1.02705384722348,1,1
"60484",642,0.783772077150894,1,1
"60485",642,0.916632896607425,1,1
"60486",642,2.04845843137596,1,1
"60487",642,1.44087496118246,3,2
"60488",642,1.07466105572585,3,1
"60489",642,1.26942418317671,3,1
"60490",642,0.780201563872497,2,2
"60491",642,1.17889769551293,3,1
"60492",642,1.29678746506422,1,1
"60493",642,1.21573824849771,3,1
"60494",642,1.26942418317671,3,2
"60495",642,1.1101623664774,-1,-1
"60496",642,0.753018865996291,3,1
"60497",642,0.684562605451174,2,2
"60498",642,0.959812544112705,1,1
"60499",642,1.02705384722348,1,1
"60500",642,1.11907708136892,3,1
"60501",642,0.783772077150894,3,3
"60502",642,1.11907708136892,1,1
"60503",642,0.78500747469866,1,1
"60504",642,0.942094133705863,1,1
"60505",642,1.1101623664774,2,1
"60506",642,0.735944507529994,3,1
"60507",642,0.780201563872497,1,1
"60508",642,0.967556946418948,3,1
"60509",642,0.792651437890831,1,1
"60510",642,0.942094133705863,1,1
"60511",642,1.08191186544529,2,1
"60512",642,0.78500747469866,2,1
"60513",642,1.1101623664774,3,2
"60514",642,0.747626166379676,2,1
"60515",642,1.84361258823837,2,1
"60516",642,1.02705384722348,3,3
"60517",642,0.783772077150894,1,1
"60518",642,1.11907708136892,3,1
"60519",642,1.07466105572585,3,1
"60520",642,1.26942418317671,1,1
"60521",642,1.04677125967318,1,3
"60522",642,1.02705384722348,3,1
"60523",642,0.870857863500991,3,3
"60524",642,0.712520070137177,3,3
"60525",642,1.84361258823837,2,1
"60526",642,1.1101623664774,3,1
"60527",642,1.2434189792988,1,1
"60528",642,0.702181407485249,2,1
"60529",642,0.962862981772011,1,1
"60530",642,1.07466105572585,3,1
"60531",642,0.870801251777056,3,1
"60532",642,0.942094133705863,1,1
"60533",642,1.31612747701951,1,1
"60534",642,0.753018865996291,2,2
"60535",642,1.02705384722348,2,1
"60536",642,0.826323657577535,3,3
"60537",642,0.811433899083968,1,1
"60538",642,0.870801251777056,3,1
"60539",642,0.811433899083968,3,2
"60540",642,0.811433899083968,3,1
"60541",642,1.23846261773338,2,1
"60542",642,0.942094133705863,1,2
"60543",642,0.783772077150894,3,1
"60544",642,0.780201563872497,1,2
"60545",642,1.02705384722348,1,1
"60546",642,0.753018865996291,3,1
"60547",642,1.29678746506422,1,1
"60548",642,0.739138323668681,3,1
"60549",642,0.870801251777056,1,1
"60550",642,0.702181407485249,2,1
"60551",642,1.18451472931756,1,1
"60552",642,0.628062755803908,2,3
"60553",642,0.753018865996291,1,1
"60554",642,1.18451472931756,3,1
"60555",642,0.783772077150894,-1,1
"60556",642,0.708312998085158,3,2
"60557",642,1.26942418317671,1,1
"60558",642,0.734652552191504,1,1
"60559",642,0.734786322328964,1,1
"60560",642,0.702181407485249,1,2
"60561",642,1.1101623664774,3,1
"60562",642,0.753018865996291,1,1
"60563",642,1.04077721857256,1,1
"60564",642,0.783772077150894,2,2
"60565",642,0.735944507529994,1,1
"60566",642,1.07466105572585,1,1
"60567",642,1.02705384722348,1,2
"60568",642,0.870801251777056,1,1
"60569",642,0.825023239106202,3,2
"60570",642,1.10221646741113,3,1
"60571",642,1.02705384722348,3,1
"60572",642,1.11907708136892,3,1
"60573",642,1.21573824849771,1,1
"60574",642,0.78500747469866,3,1
"60575",642,0.702181407485249,2,3
"60576",642,1.29678746506422,3,1
"60577",642,0.734652552191504,1,1
"60578",642,1.08191186544529,1,1
"60579",642,1.11907708136892,3,1
"60580",642,0.76071928039122,3,1
"60581",642,1.3300384257069,2,1
"60582",642,1.11907708136892,3,3
"60583",642,0.826323657577535,3,3
"60584",642,0.702181407485249,3,3
"60585",642,1.02705384722348,3,1
"60586",642,0.708312998085158,3,3
"60587",642,0.783772077150894,1,1
"60588",642,0.901593221204406,1,3
"60589",642,0.734786322328964,1,1
"60590",642,1.17310422058219,3,1
"60591",642,0.702181407485249,1,1
"60592",642,1.07683157210687,3,3
"60593",642,1.0917825184087,2,2
"60594",642,1.05579379852398,1,1
"60595",642,1.84361258823837,3,2
"60596",642,1.07466105572585,1,1
"60597",642,0.962862981772011,3,3
"60598",642,1.02173593405546,3,1
"60599",642,0.735944507529994,2,1
"60600",642,0.735944507529994,1,1
"60601",642,1.08110931286682,3,3
"60602",642,0.870801251777056,2,2
"60603",642,0.726394559467499,1,1
"60604",642,1.0922004812317,3,1
"60605",642,1.02705384722348,3,1
"60606",642,0.783772077150894,2,1
"60607",642,1.26942418317671,1,3
"60608",642,1.29678746506422,2,2
"60609",642,1.26942418317671,2,1
"60610",642,1.1101623664774,3,3
"60611",642,1.26942418317671,1,1
"60612",642,1.05579379852398,2,1
"60613",642,1.1101623664774,1,1
"60614",642,1.26942418317671,3,1
"60615",642,0.962862981772011,3,1
"60616",642,0.962862981772011,3,1
"60617",642,0.836687628884766,3,3
"60618",642,1.13122216392194,2,1
"60619",642,1.02705384722348,3,2
"60620",642,0.825023239106202,1,1
"60621",642,1.02705384722348,3,1
"60622",642,0.81637617354099,1,1
"60623",642,1.1101623664774,1,1
"60624",642,0.826323657577535,3,3
"60625",642,0.628062755803908,-1,-1
"60626",642,1.11907708136892,1,1
"60627",642,0.81637617354099,1,1
"60628",642,0.783772077150894,-1,-1
"60629",642,1.07466105572585,3,3
"60630",642,1.07466105572585,2,1
"60631",642,0.753018865996291,1,1
"60632",642,1.67601144385306,3,3
"60633",642,1.18451472931756,1,1
"60634",642,0.628062755803908,-1,-1
"60635",642,0.942094133705863,1,1
"60636",642,1.04077721857256,3,1
"60637",642,0.737667180985425,2,1
"60638",642,1.1101623664774,1,1
"60639",642,1.07466105572585,1,1
"60640",642,0.826323657577535,2,2
"60641",642,1.07466105572585,3,3
"60642",642,1.18451472931756,3,1
"60643",642,0.78500747469866,1,1
"60644",642,1.15562412616347,1,1
"60645",642,0.78500747469866,2,1
"60646",642,1.05579379852398,1,3
"60647",642,1.18451472931756,1,1
"60648",642,0.962862981772011,1,-2
"60649",642,0.712520070137177,3,3
"60650",642,1.07466105572585,1,1
"60651",642,0.702181407485249,3,2
"60652",642,0.753018865996291,1,1
"60653",642,0.783772077150894,1,1
"60654",642,0.870801251777056,-1,1
"60655",642,0.783772077150894,3,1
"60656",642,0.805135871485807,2,2
"60657",642,0.942094133705863,3,2
"60658",642,1.1101623664774,3,1
"60659",642,0.962862981772011,1,2
"60660",642,1.02705384722348,3,1
"60661",642,1.26942418317671,1,2
"60662",642,1.84361258823837,1,1
"60663",642,0.628062755803908,3,1
"60664",642,1.04667663293155,3,2
"60665",642,1.29678746506422,1,2
"60666",642,1.18451472931756,1,1
"60667",642,1.1101623664774,3,1
"60668",642,1.29678746506422,2,2
"60669",642,1.16859196471305,2,2
"60670",642,1.02705384722348,3,2
"60671",642,0.81637617354099,1,1
"60672",642,0.894336182802911,1,3
"60673",642,1.07466105572585,-1,1
"60674",642,0.76071928039122,2,1
"60675",642,0.753018865996291,2,1
"60676",642,1.04677125967318,1,1
"60677",642,0.893129489002111,-1,-1
"60678",642,1.07466105572585,3,2
"60679",642,0.702181407485249,1,1
"60680",642,0.78500747469866,2,1
"60681",642,0.783772077150894,2,1
"60682",642,1.02705384722348,1,1
"60683",642,0.974580138316409,1,1
"60684",642,0.753018865996291,1,1
"60685",642,1.26942418317671,1,1
"60686",642,1.23503568101354,3,3
"60687",642,0.870857863500991,1,1
"60688",642,0.78500747469866,3,1
"60689",642,0.942094133705863,1,1
"60690",642,1.1101623664774,1,1
"60691",642,1.31612747701951,1,1
"60692",642,1.23351374053044,3,1
"60693",642,1.29678746506422,2,2
"60694",642,1.1101623664774,2,3
"60695",642,0.708312998085158,3,2
"60696",642,1.02173593405546,2,3
"60697",642,0.78500747469866,3,1
"60698",642,1.84361258823837,1,1
"60699",642,1.05338856125485,3,1
"60700",642,0.78500747469866,2,1
"60701",642,0.753018865996291,1,1
"60702",642,0.942094133705863,1,-1
"60703",642,1.17310422058219,1,1
"60704",642,1.1101623664774,2,2
"60705",642,0.832239896496379,3,1
"60706",642,1.07466105572585,3,1
"60707",642,0.811433899083968,3,1
"60708",642,0.685055031692926,1,1
"60709",642,0.870857863500991,1,1
"60710",642,1.05729749188324,3,1
"60711",642,1.02705384722348,-1,1
"60712",642,0.783772077150894,2,1
"60713",642,1.04077721857256,1,2
"60714",642,0.783772077150894,3,1
"60715",642,1.11907708136892,2,1
"60716",642,0.942094133705863,2,2
"60717",642,0.78500747469866,3,1
"60718",642,1.0829778206796,2,2
"60719",642,1.02705384722348,3,1
"60720",642,0.942094133705863,1,1
"60721",642,1.44087496118246,3,1
"60722",642,1.18451472931756,3,1
"60723",642,1.05579379852398,2,2
"60724",642,0.836687628884766,3,1
"60725",642,0.684562605451174,3,1
"60726",642,1.1101623664774,3,1
"60727",642,0.974580138316409,1,1
"60728",642,1.11907708136892,3,1
"60729",642,0.734652552191504,1,3
"60730",642,0.811433899083968,2,2
"60731",642,0.789676486211707,2,3
"60732",642,0.901593221204406,2,1
"60733",642,1.05729749188324,2,1
"60734",642,0.826323657577535,1,1
"60735",642,1.26942418317671,2,2
"60736",642,0.783772077150894,1,1
"60737",642,1.29678746506422,3,1
"60738",642,1.02705384722348,3,3
"60739",642,1.17310422058219,1,1
"60740",642,0.854140946404174,1,1
"60741",642,0.870801251777056,1,1
"60742",642,1.02705384722348,3,1
"60743",642,0.811433899083968,3,3
"60744",642,1.07466105572585,2,1
"60745",642,0.702181407485249,3,1
"60746",642,0.872230527442953,2,2
"60747",642,0.753018865996291,1,1
"60748",642,1.07466105572585,2,1
"60749",642,0.811433899083968,2,2
"60750",642,0.825023239106202,1,1
"60751",642,1.18451472931756,1,1
"60752",642,1.0829778206796,1,1
"60753",642,1.00749473974298,2,2
"60754",642,0.81637617354099,3,1
"60755",642,0.811433899083968,2,1
"60756",642,1.23846261773338,1,1
"60757",642,1.11907708136892,3,1
"60758",642,0.811433899083968,1,1
"60759",642,0.702181407485249,3,1
"60760",642,1.29678746506422,1,1
"60761",642,0.728727934835121,3,2
"60762",642,0.974580138316409,1,1
"60763",642,0.702181407485249,1,1
"60764",642,0.76071928039122,1,1
"60765",642,0.753018865996291,3,-1
"60766",642,1.04677125967318,3,1
"60767",642,0.78500747469866,3,3
"60768",642,0.780201563872497,3,1
"60769",642,0.783772077150894,1,2
"60770",642,0.753018865996291,3,1
"60771",642,1.05338856125485,3,1
"60772",642,0.78500747469866,1,1
"60773",642,0.702181407485249,3,1
"60774",642,1.24685760980796,3,3
"60775",642,1.01734280124447,3,1
"60776",642,0.734786322328964,-1,1
"60777",642,1.44087496118246,3,2
"60778",642,0.783772077150894,3,3
"60779",642,1.18451472931756,2,1
"60780",642,1.05579379852398,1,1
"60781",642,0.825023239106202,1,1
"60782",642,0.702181407485249,1,1
"60783",642,1.26942418317671,2,1
"60784",642,1.29678746506422,2,1
"60785",642,2.04845843137596,3,3
"60786",642,0.872230527442953,3,1
"60787",642,1.21573824849771,1,1
"60788",642,0.753018865996291,3,1
"60789",642,0.780201563872497,3,-1
"60790",642,0.734786322328964,2,1
"60791",642,0.893129489002111,2,2
"60792",642,0.78500747469866,2,1
"60793",642,1.41047131464079,3,1
"60794",642,2.04845843137596,1,1
"60795",642,0.803868797077842,3,1
"60796",642,1.29678746506422,2,3
"60797",642,0.702181407485249,3,3
"60798",642,1.02705384722348,1,1
"60799",642,0.679530394340564,2,1
"60800",642,0.735944507529994,1,1
"60801",642,1.16106833570274,3,3
"60802",642,0.942094133705863,2,1
"60803",642,1.05729749188324,3,1
"60804",642,1.1101623664774,3,1
"60805",642,1.01734280124447,2,1
"60806",642,1.02705384722348,3,1
"60807",642,0.962862981772011,1,1
"60808",642,0.783772077150894,2,3
"60809",642,1.17889769551293,2,2
"60810",642,0.76071928039122,1,1
"60811",642,0.959812544112705,1,1
"60812",642,0.811433899083968,2,2
"60813",642,1.08110931286682,3,1
"60814",642,1.21573824849771,3,1
"60815",642,1.05473684210526,1,1
"60816",642,1.44087496118246,3,3
"60817",642,0.783772077150894,3,1
"60818",642,0.942094133705863,2,2
"60819",642,1.2434189792988,3,3
"60820",642,1.11907708136892,3,1
"60821",642,0.753018865996291,1,1
"60822",642,0.753018865996291,1,1
"60823",642,1.05579379852398,3,1
"60824",642,1.2434189792988,1,2
"60825",642,1.26942418317671,1,1
"60826",642,1.29678746506422,3,2
"60827",642,1.1101623664774,1,1
"60828",642,1.05579379852398,2,2
"60829",642,0.780201563872497,1,1
"60830",642,0.734786322328964,1,1
"60831",642,1.02705384722348,1,1
"60832",642,0.541384465309421,3,2
"60833",642,0.753018865996291,3,1
"60834",642,0.870801251777056,3,1
"60835",642,1.26942418317671,3,1
"60836",642,1.05338856125485,3,3
"60837",642,1.07466105572585,1,1
"60838",642,0.78500747469866,1,1
"60839",642,0.78500747469866,1,1
"60840",642,1.07466105572585,3,1
"60841",642,1.84361258823837,2,2
"60842",642,0.870801251777056,2,1
"60843",642,0.81637617354099,1,1
"60844",642,0.962862981772011,3,3
"60845",642,1.02705384722348,2,3
"60846",642,0.783772077150894,1,1
"60847",642,1.07466105572585,1,1
"60848",642,0.962862981772011,2,1
"60849",642,1.29678746506422,3,1
"60850",642,0.870801251777056,2,1
"60851",642,1.26942418317671,1,1
"60852",642,0.81637617354099,1,1
"60853",642,0.829334525501958,3,1
"60854",642,1.11907708136892,1,1
"60855",642,0.734786322328964,3,1
"60856",642,0.741145555672998,3,3
"60857",642,1.41047131464079,2,3
"60858",642,0.734786322328964,2,3
"60859",642,0.78500747469866,3,2
"60860",642,0.783772077150894,1,1
"60861",642,0.734786322328964,3,1
"60862",642,0.870801251777056,3,3
"60863",642,0.942094133705863,1,1
"60864",642,1.15766594624371,3,1
"60865",642,0.894336182802911,3,1
"60866",642,1.05579379852398,1,1
"60867",642,0.746449597286566,2,2
"60868",642,0.783772077150894,3,1
"60869",642,0.679530394340564,1,1
"60870",642,0.735944507529994,1,1
"60871",642,1.07466105572585,3,1
"60872",642,0.741145555672998,-1,-1
"60873",642,1.07466105572585,1,3
"60874",642,1.3650394369097,2,1
"60875",642,0.78500747469866,2,1
"60876",642,0.783772077150894,1,1
"60877",642,1.26942418317671,2,1
"60878",642,0.811433899083968,3,1
"60879",642,0.870801251777056,3,1
"60880",642,1.29678746506422,1,1
"60881",642,0.753018865996291,3,1
"60882",642,0.734786322328964,-2,-2
"60883",642,0.78500747469866,1,1
"60884",642,0.78500747469866,3,1
"60885",642,1.84361258823837,2,1
"60886",642,0.870801251777056,1,2
"60887",642,1.07466105572585,2,1
"60888",642,0.753018865996291,1,1
"60889",642,0.893129489002111,-1,1
"60890",642,1.1101623664774,3,1
"60891",642,1.29678746506422,3,1
"60892",642,0.836687628884766,1,1
"60893",642,1.02705384722348,2,1
"60894",642,0.870801251777056,1,1
"60895",642,1.79864642754962,2,3
"60896",642,0.783772077150894,3,1
"60897",642,1.03004273026729,2,2
"60898",642,1.1101623664774,2,1
"60899",642,1.26942418317671,3,1
"60900",642,1.84361258823837,1,1
"60901",642,1.18451472931756,3,1
"60902",642,1.05579379852398,3,1
"60903",642,1.1101623664774,1,1
"60904",642,1.1101623664774,2,1
"60905",642,0.734652552191504,2,1
"60906",642,0.78500747469866,1,1
"60907",642,0.753018865996291,1,3
"60908",642,0.942094133705863,1,1
"60909",642,1.19406783969538,2,2
"60910",642,0.78500747469866,2,2
"60911",642,2.04845843137596,2,1
"60912",642,1.02705384722348,1,1
"60913",642,1.1101623664774,2,1
"60914",642,1.84361258823837,2,1
"60915",642,0.962862981772011,3,2
"60916",642,0.780201563872497,2,1
"60917",642,1.26942418317671,1,1
"60918",642,0.811433899083968,3,1
"60919",642,0.783772077150894,2,2
"60920",642,0.870801251777056,1,1
"60921",642,0.735944507529994,2,2
"60922",642,0.942094133705863,-1,-1
"60923",642,0.737667180985425,2,1
"60924",642,0.753018865996291,1,1
"60925",642,0.735944507529994,3,1
"60926",642,1.04077721857256,1,1
"60927",642,1.17797587512517,1,1
"60928",642,1.84361258823837,1,1
"60929",642,0.81637617354099,1,1
"60930",642,0.702181407485249,1,1
"60931",642,0.780201563872497,3,1
"60932",642,0.962862981772011,3,1
"60933",642,1.29678746506422,1,1
"60934",642,0.976964596114407,2,1
"60935",642,1.02705384722348,2,2
"60936",642,0.702181407485249,1,1
"60937",642,1.07466105572585,1,1
"60938",642,1.29678746506422,3,3
"60939",642,0.746449597286566,3,1
"60940",642,0.81637617354099,1,3
"60941",642,1.26942418317671,1,1
"60942",642,1.14117094135942,3,3
"60943",642,0.702181407485249,2,2
"60944",642,0.780201563872497,1,1
"60945",642,0.870801251777056,1,1
"60946",642,1.02705384722348,3,3
"60947",642,0.679530394340564,1,1
"60948",642,0.78500747469866,3,1
"60949",642,1.07466105572585,2,1
"60950",642,1.04077721857256,2,2
"60951",642,1.18451472931756,1,1
"60952",642,0.735944507529994,3,1
"60953",642,1.07683157210687,1,1
"60954",642,1.29678746506422,2,2
"60955",642,0.753018865996291,3,1
"60956",642,1.04677125967318,1,1
"60957",642,0.783772077150894,3,1
"60958",642,1.02705384722348,1,1
"60959",642,0.893129489002111,2,1
"60960",642,1.04677125967318,1,1
"60961",642,0.870801251777056,2,1
"60962",642,0.783772077150894,1,1
"60963",642,1.1101623664774,1,1
"60964",642,0.974580138316409,-1,1
"60965",642,0.753018865996291,3,1
"60966",642,0.74605138757928,2,2
"60967",642,1.00749473974298,3,1
"60968",642,0.78500747469866,3,3
"60969",642,1.1101623664774,2,3
"60970",642,1.05579379852398,3,1
"60971",642,1.1101623664774,1,1
"60972",642,1.04677125967318,2,1
"60973",642,0.870801251777056,3,3
"60974",642,0.753018865996291,1,1
"60975",642,0.734786322328964,3,1
"60976",642,1.04502943620119,1,1
"60977",642,0.803868797077842,1,1
"60978",642,1.07466105572585,2,1
"60979",642,1.41047131464079,3,1
"60980",642,0.735944507529994,1,1
"60981",642,0.78500747469866,1,1
"60982",642,1.1101623664774,1,2
"60983",642,0.919116228005719,3,1
"60984",642,0.870801251777056,1,1
"60985",642,1.03004273026729,-1,1
"60986",642,0.780201563872497,3,1
"60987",642,0.702181407485249,1,1
"60988",642,0.735944507529994,1,1
"60989",642,1.15562412616347,1,2
"60990",642,1.13122216392194,3,3
"60991",642,0.628062755803908,1,2
"60992",642,1.78414121442423,2,2
"60993",642,1.29678746506422,1,1
"60994",642,1.04077721857256,2,2
"60995",642,1.07466105572585,3,3
"60996",642,1.84361258823837,2,1
"60997",642,0.747626166379676,3,1
"60998",642,1.11907708136892,3,1
"60999",642,0.870801251777056,3,2
"61000",642,0.783772077150894,3,1
"61001",642,0.753018865996291,1,1
"61002",642,0.826323657577535,2,1
"61003",642,0.894336182802911,3,1
"61004",642,0.753018865996291,1,1
"61005",642,0.942094133705863,1,2
"61006",642,0.826323657577535,3,1
"61007",642,0.735944507529994,3,1
"61008",642,2.04845843137596,3,1
"61009",642,1.16859196471305,3,1
"61010",642,1.84361258823837,1,1
"61011",642,0.78500747469866,1,2
"61012",642,1.04677125967318,2,2
"61013",642,1.41047131464079,1,1
"61014",642,0.81637617354099,3,3
"61015",642,1.3650394369097,2,1
"61016",642,1.17310422058219,1,1
"61017",642,0.734786322328964,1,1
"61018",642,1.02705384722348,3,1
"61019",642,1.02705384722348,2,2
"61020",642,1.16859196471305,-1,-1
"61021",642,0.836687628884766,3,1
"61022",642,0.792651437890831,3,1
"61023",642,1.11907708136892,1,1
"61024",642,0.708312998085158,2,2
"61025",642,0.826323657577535,1,3
"61026",642,0.778985033789266,1,1
"61027",642,0.753018865996291,3,1
"61028",642,0.702181407485249,2,1
"61029",642,1.04677125967318,1,3
"61030",642,1.05473684210526,1,1
"61031",642,1.04677125967318,1,1
"61032",642,1.23351374053044,2,2
"61033",642,1.41047131464079,1,1
"61034",642,0.702181407485249,1,1
"61035",642,1.00749473974298,3,3
"61036",642,1.00749473974298,2,1
"61037",642,0.854140946404174,2,1
"61038",642,0.702181407485249,-1,-1
"61039",642,1.94064482972459,3,3
"61040",642,0.870801251777056,3,1
"61041",642,1.04077721857256,1,1
"61042",642,0.962862981772011,2,1
"61043",642,1.0917825184087,2,2
"61044",642,1.13862806818195,3,2
"61045",642,0.894336182802911,-1,1
"61046",642,0.734786322328964,2,2
"61047",642,1.1101623664774,2,1
"61048",642,1.1101623664774,3,2
"61049",642,1.11907708136892,1,1
"61050",642,0.872230527442953,2,2
"61051",642,0.780201563872497,3,1
"61052",642,1.11907708136892,2,1
"61053",642,1.0917825184087,1,1
"61054",642,1.04677125967318,2,1
"61055",642,0.702181407485249,1,1
"61056",642,0.870801251777056,1,1
"61057",642,1.21573824849771,3,1
"61058",642,1.07466105572585,3,3
"61059",642,0.78500747469866,2,1
"61060",642,1.1101623664774,1,1
"61061",642,1.18451472931756,1,1
"61062",642,1.13122216392194,1,1
"61063",642,0.76071928039122,1,3
"61064",642,1.07466105572585,3,1
"61065",642,0.783772077150894,1,1
"61066",642,0.836687628884766,1,1
"61067",642,0.870801251777056,1,2
"61068",642,1.13122216392194,3,1
"61069",642,0.962862981772011,3,1
"61070",642,1.26942418317671,3,3
"61071",642,0.81637617354099,3,1
"61072",642,1.02705384722348,3,2
"61073",642,0.735944507529994,2,1
"61074",642,1.16859196471305,3,1
"61075",642,1.02705384722348,2,1
"61076",642,1.11907708136892,-1,-1
"61077",642,1.04677125967318,2,2
"61078",642,0.76071928039122,2,1
"61079",642,1.29678746506422,3,1
"61080",642,1.01734280124447,3,1
"61081",642,1.21573824849771,1,1
"61082",642,1.21573824849771,3,3
"61083",642,0.942094133705863,1,1
"61084",642,0.783772077150894,2,1
"61085",642,1.19406783969538,1,1
"61086",642,0.942094133705863,1,1
"61087",642,1.29678746506422,1,1
"61088",642,1.26942418317671,2,1
"61089",642,0.811433899083968,1,1
"61090",642,0.942094133705863,1,1
"61091",642,0.942094133705863,1,1
"61092",642,1.1101623664774,3,2
"61093",642,0.872230527442953,2,2
"61094",642,1.33623598229127,1,2
"61095",642,0.783772077150894,2,2
"61096",642,1.41047131464079,2,1
"61097",642,0.753018865996291,1,1
"61098",642,1.79864642754962,1,1
"61099",642,0.836687628884766,3,1
"61100",642,1.05338856125485,3,3
"61101",642,1.41047131464079,2,1
"61102",642,1.11907708136892,2,2
"61103",642,1.07466105572585,2,1
"61104",642,0.783772077150894,3,1
"61105",642,0.978146521165217,3,3
"61106",642,1.21573824849771,2,2
"61107",642,0.778985033789266,3,1
"61108",642,1.29678746506422,1,1
"61109",642,0.753018865996291,1,1
"61110",642,1.3300384257069,2,1
